source,target,tweetid,text,retweets,favourites,includesimage
Kate Duffy,whimbot,1420051842,"Mapping my #aha2015 strategy! Excited abt poster sessions, the seeming epicenter of strangeness & #matcult. (& yes, I myself have a poster!)",0,0,FALSE
SHARP at AHA,SHARPatAHA,1420052974,Join @sharporg for a tour of NYPL on Jan 2. Here's another sneak peek: https://www.facebook.com/SHARPatAHA/photos/a.287098734670799.62894.223529854361021/814208441959823/?type=1™__éÙ #aha2015,1,0,FALSE
Radhika Natarajan,RadhikaAN,1420053122,It would be great to meet some #twitterstorians in person at the #aha2015 reception Friday 5:30 Sheraton. http://blog.historians.org/2014/12/invitation-aha-2015-reception-history-bloggers-twitterstorians/?utm_content=buffer623c8&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer™__éÙ _éÙ,1,1,FALSE
One Narrative,theonenarrative,1420054373,@cliotropic will I (@heidiknoblauch) be seeing you at #aha2015 #thatcamp?,0,0,FALSE
Shane Landrum,cliotropic,1420055189,Hey #twitterstorians: registration is filling up fast for #THATCamp #aha2015! Tuesday at @TheNewSchool. Register at http://aha2015.thatcamp.org™_,1,0,FALSE
AHA,AHAhistorians,1420055246,RT @cliotropic: Hey #twitterstorians: registration filling up for #THATCamp #aha2015! Tues @TheNewSchool. Register at http://aha2015.thatcamp.org™_,3,2,FALSE
Cameron Blevins,historying,1420055493,Finished up notes for my #aha2015 talk. Come join us on Sunday at 9AM to talk about digital scholarship! https://aha.confex.com/aha/2015/webprogram/Session12203.html™__éÙ,4,4,FALSE
Adam Rothman,arothmanhistory,1420055557,"Microhistories of the illegal slave trade and the Old South. #aha2015 panel, Saturday at 2:30. https://aha.confex.com/aha/2015/webprogram/Session11652.html™__éÙ",6,9,FALSE
Scott Moranda,dienstmann75,1420057403,Arriving in NYC for #aha2015,0,0,FALSE
Katherine O'Flaherty,Katherineofl,1420057744,@RadhikaAN I'm also looking forward to meeting some #twitterstorians at #aha2015,0,0,TRUE
Gildarte Gouveia Jr.,GiilGouveia,1420058528,@tiaguinsousa @Podolski10 #VoltaPoldi #VoltaCopa #aha #aha2015,0,0,TRUE
mbarcia24,mbarcia24,1420058575,Leaving soon for NYC for the annual meeting of the @AHAhistorians #aha2015 #twitterstorians,0,0,FALSE
Jacob Hamblin,jdhamblin,1420060831,NYPD is out in force tonight near Times Square. Must be for #aha2015,1,8,FALSE
AHA,TheRealAHA,1420061672,"Guess who just made their first video? Check it out, some cool stuff goes down... http://youtu.be/GBdTXGAkW9s™_  #YouTube #hyper #aha2015",0,0,TRUE
Audra J. Wolfe,ColdWarScience,1420061908,Feeling a bit dim: is there a way to add appointments to the #aha2015 app schedule? Or only sessions?,2,0,FALSE
OUP American History,OUPAmHistory,1420061994,We're so excited to be at #AHA2015 that we invited a special guest; we even hear that he'll be doing photo ops! pic.twitter.com/IsbHR08yyI,0,0,TRUE
Elaine Carey,lenicarey,1420062268,"#AHA2015 ""What Should History Teachers Learn at Historic Sites? A Research Agenda"" #teachinghistory https://aha.confex.com/aha/2015/webprogram/Session11664.html™__éÙ",0,0,FALSE
Michael Landis,DrMichaelLandis,1420062602,@McKellogs my small bag prevents me from taking cool shoes to the AHA #ProfStyle #aha2015,0,0,FALSE
Stephanie McKellop,McKellogs,1420062823,"@DrMichaelLandis fair enough. Better watch out though, I've seen some #aha2015 fashion posts already!",0,0,TRUE
balaw,batalan27,1420063144,RT @ifalatas: Going to New York tomorrow to attend #aha2015 and meet other #twitterstorians! Come ... http://m.tmi.me/1eVvar™_,0,0,FALSE
Michelle Moravec,ProfessMoravec,1420063408,happy I picked a lower floor at #aha2015. Not only a great view from corner but the elevator line MUCH shorter!,0,2,FALSE
#no1curr,lalalahateu,1420064244,ide zrobic popcorn lol :cc #aha2015,0,0,FALSE
Brian Sarnacki,briansarnacki,1420064990,A reminder for #twitterstorians going to #aha2015 to please fill out a short survey saying how much it will cost https://docs.google.com/forms/d/1m3Kwjjq9sbn6cKnK4evEXFACv1WGG2zdfesWiuP0tDc/viewform™__éÙ,0,1,TRUE
Iain Watts,iainwatts,1420065679,"Gearing up for #aha2015 in NYC, along with a veritable army of #twitterstorians it would seem.",0,0,FALSE
Liz T.,lizlucyt,1420069817,.@ColdWarScience Can only add existing items to My Schedule. To-do List can be customized in #aha2015 app,0,0,TRUE
Arsenal FC (news),Arsenal00123,1420072102,Tomorrow guys!!,,,
History of Science,hssonline,1420072263,Lots of great #histSTM panels at #aha2015! Come visit us at our #hss affiliate table (and send your friends!) 11:30-2:30 on Saturday!,0,4,FALSE
‚ßà‚ß°‚ßã‚ß°,o252_com,1420080299,photoblog,,,
Jeri Wieringa,jeriwieringa,1420082627,New Year's Eve in New York City with the lovely @nolauren and then #aha2015,0,4,FALSE
Jessica Otis,jotis13,1420088860,"I haven't tweeted ALL YEAR! But don't worry, I'm leaving for #aha2015 in a few hours, so I'll be tweeting up a storm soon #twitterstorians",0,0,FALSE
Jeppe Mulich,jmulich,1420090610,Happy new year's everyone! I'll be spending the night flying from sfo to jfk for the #AHA2015,0,0,FALSE
Siya Mfundisi,siyamfun,1420092229,Happy New year darling #NYE2015 @LadyLee82 #brightandearly #NewYear #EPIC year #aha2015 pic.twitter.com/Js1j63DNbG,0,0,TRUE
RIPBILLY,35vsftevv,1420094028,My msgs to start the year #aha2015 pic.twitter.com/qHo8zXFbVI,0,0,TRUE
Alex Brondarbit,hardlyAlex,1420104807,Happy New Year! At Heathrow and waiting for my flight to New York City for the American Historical Association annual meeting! #aha2015,0,0,FALSE
Alejandra,alceciurquieta,1420107151,@Podolski10 @BSchweinsteiger @esmuellert_ @MarioGoetze @Manuel_Neuer @ToniKroos #birthday #aha2015 #BirthdayWish pic.twitter.com/Z58jdKdfgF,0,0,TRUE
David Smith,d_smith2407,1420113296,@Podolski10 I hope you stay and the club doesn't force you out! True gunner and gunners love you! Happy new year Poldi! #aha2015,0,0,TRUE
Nicoloulou _ö,Nicoloulou69,1420114195,Le drapeau europ_∏en derri_©re celui de la France est un signe. #sijevousledis #V_çuxPR #aha2015 pic.twitter.com/qFfdjOwjIy,0,0,TRUE
RK,ryankean0,1420116376,#Podolski #poldi #bbcfootball #SkyFootball #skysportsnewshq #aha2015 pic.twitter.com/uznbAL753l,0,0,TRUE
Steve Taylor,Steve_J_Taylor,1420118649,I'm at Heathrow and on my way to #aha2015. New York here I come!,1,3,FALSE
Alisa Plant,alisaplant,1420118706,On my way to New York! #aha2015,0,1,FALSE
Joseph E. Hower,joseph_hower,1420119322,What were the odds that the day I'd fly out for #aha2015 would feature the only 'winter' storm of the year here in TX?,0,0,FALSE
Alexandra Guerson,aeguerson,1420120821,"conference app downloaded, important events added to calendar, bags packed, NYC here I come! #AHA2015",0,1,FALSE
Monique Laney,MoniqueLaney,1420121067,Looking forward to it! #AHA2015 Invitation to the AHA 2015 Reception for History Bloggers and Twitterstorians  http://blog.historians.org/2014/12/invitation-aha-2015-reception-history-bloggers-twitterstorians/™__éÙ,0,0,FALSE
Pamela Scully,PamelaScully,1420122530,"#AHA2015  ""Redefining Childhood through State-Sponsored Child Protection Initiatives..""  Sat 10:30 10:30 AM Empire Ball room West, Sheraton",0,0,FALSE
Pamela Scully,PamelaScully,1420122776,"Looking forward to the #AHA2015 Interesting papers on Ferguson, gender history, and human rights.",0,4,FALSE
Ellen Muehlberger,emuehlbe,1420122996,Going to #aha2015 ? Venture over to an ASCH session on Sat AM and learn about the emotions in early Christianity: http://tinyurl.com/EmotPassEC™_,5,12,FALSE
SMH Historians,SMH_Historians,1420123681,"Prof. Mark Stoler to give @GeoCMarshallFou lecture at #AHA2015, 4 Jan 2015 - http://www.smh-hq.org/™_ @AHAhistorians #Twitterstorians #MilHist",3,2,FALSE
Erin Corber,Doctor_Corb,1420123879,#aha2015 let's do this,0,4,FALSE
horse_thatbooks,horse_thatbooks,1420124583,Register now for #AHA2015 -- can't wait to finish up fast for #aha2015 due to. #thatcamp,0,0,FALSE
Adam D. Shprintzen,VegHistory,1420124714,@jaheppler Very welcome! Living vicariously since missing #aha2015 this year.,0,0,TRUE
UnivPress of Florida,floridapress,1420125324,Celebrate the new year w/ @AHAhistorians at #AHA2015 tomorrow http://www.historians.org/annual-meeting™_! See our virtual booth at http://bit.ly/1Az4myn™_.,0,0,FALSE
Jennifer Serventi,JenServenti,1420125537,On the Hogwarts Train from DC to NYC for #aha2015.,0,2,FALSE
Robert Taber,RobTaber,1420126267,"Syllabus for next semester done! Age of Atlantic Revolutions, version 3.0 Time for #AHA2015 https://www.academia.edu/9969808/EUH_LAH_3931_Atlantic_Revolutions_France_Haiti_Spanish_America_Spring_2015_™__éÙ",0,0,TRUE
Ray Ball,ProfessorBall,1420126643,Dim sum at Sky Dragon and then it's off to #nyc for #AHA2015,0,0,FALSE
Heather Munro Presco,hmprescott,1420126925,@ColdWarScience hope to see you at #twitterstorian reception #aha2015,0,0,TRUE
Rosemary G. Feal,rgfeal,1420128342,"Happy to be attending part of #AHA2015 before leaving for #MLA15. Several present, past, and I hope future MLA staff members are on program.",0,3,FALSE
Eric A. Paul,eric_a_paul,1420128680,"Interested in adjunct struggle? #AHA2015 panel ""The Adjunct Problem: Collaborating for a Solution"" @AdjunctAction https://aha.confex.com/aha/2015/webprogram/Session12436.html™__éÙ",4,2,FALSE
Brian Sarnacki,briansarnacki,1420129132,As you travel to #aha2015 please remember to fill out this cost survey form https://docs.google.com/forms/d/1m3Kwjjq9sbn6cKnK4evEXFACv1WGG2zdfesWiuP0tDc/viewform™__éÙ,0,3,TRUE
Courtney J. Campbell,CJCampbell123,1420129988,#twitterstorians at #AHA2015 - check out our CFP for @EmptySpacesIHR at the @ihr_history in London in April 2015! https://www.academia.edu/9809969/CFP_Empty_Spaces_A_One-Day_Conference_at_the_Institute_of_Historical_Research_London_10th_April_2015™__éÙ,0,6,TRUE
Jeff McClurken,jmcclurken,1420129997,"Hadn't even gotten in line for the train to #AHA2015 when I saw my first historian, @sme2331, with his family as well.",0,2,FALSE
Paulo Drinot,paulodrinot,1420130367,Looking forward to 'When the Guns Stop Roaring: Remembering Conflict in Latin America' #aha2015  https://aha.confex.com/aha/2015/webprogram/Session12059.html™__éÙ,0,2,FALSE
Adam D. Shprintzen,VegHistory,1420130651,"Have fun at #aha2015, #twitterstorians! Sad to be missing everyone, but excited for the weekend in NY nonetheless.",0,1,FALSE
Abby Mullen,abbymullen,1420131625,Going to the AHA for the 1st time (but not till tomorrow) #aha2015,0,4,FALSE
Trip Kirkpatrick,triplingual,1420131664,"@jmcclurken Strangely, I'll be at #aha2015, and would love to say IRL hello. Yes? Best way? Fri twitter event?",0,0,FALSE
Anne Whisnant,amwhisnant,1420131711,Hanging out at RDU awaiting flight to LGA and #aha2015. Don_éìt see any other obvious historians at gate.,2,3,FALSE
Chris Parkes,Parkesland,1420132528,About to fly out to NYC for #AHA2015 Looking forward to meeting and greeting some of my fellow #twitterstorians,0,1,FALSE
Adam Matthew,AdamMatthewGrp,1420132812,Look out for our banner at #AHA2015 We'll be at Booth #429 with information on our digital primary source collections pic.twitter.com/wPSIyJLIDb,0,0,TRUE
Pickering &amp; Chatto,PickeringChatto,1420132983,Meet Series ed. @DHarreld at #AHA2015 tomorrow: http://www.historians.org/annual-meeting™_,0,0,FALSE
Steven Lubar,lubar,1420133707,In New York for #aha2015 (and Aida at the Met!).,0,0,FALSE
Michael Landis,DrMichaelLandis,1420135941,commence eating extravaganza! #aha2015 #Party&Panels,0,1,FALSE
Julie Mujic,JulieMujic,1420136064,"On the Metro-North, heading into NYC for #AHA2015. Full train on a sunny New Year's Day.",0,2,FALSE
SHU History Dept,SHUHistoryDept,1420136183,Dr. Mujic is headed to the annual American Historical Association meeting. Follow the conference at #AHA2015.,0,1,FALSE
Ethan Kleinberg,ekleinberg,1420136331,New Year's Day and winging it LAX to JFK for #aha2015 ,,,
Vanessa M Holden ,drvholden,1420136365,Just got the new AHA app. I'm looking forward to tweeting this year's meeting. @queeringslavery #AHA2015,1,0,FALSE
Courtney J. Campbell,CJCampbell123,1420136662,off to #AHA2015! j_¯ acendi uma vela! pic.twitter.com/7qiuqtI5e4,0,0,TRUE
UTP History Matters,utphistory,1420136862,"Teaching a course on the Crusades? Stop by the UTP booth at AHA and pick up a copy of Crusades: A Reader, 2ed. #AHA2015",0,0,FALSE
Seth Denbo,seth_denbo,1420137545,Getting us started with advice on restaurants & how to avoid irritating the locals check out @TenuredRadical http://bit.ly/14fprV5™_ #aha2015,0,2,FALSE
Mark Sample,samplereality,1420138366,Heading off to #AHA2015 today. Packing light; nothing but leather boots and ATTITUDE.,0,3,FALSE
: J . T :,e1duderino,1420138711,"Thrilled to see the ""Crusader Bible"" by the weekend's close at the @MorganLibrary. #AHA2015 medievalists, take note: http://www.themorgan.org/exhibitions/Crusader-Bible™__éÙ",0,1,FALSE
Craig Hollander,CraigHollander,1420138712,Attention friends of the @mcneilctr: Our #AHA2015 reception will be at the @CrookedKnife30 on January 2 at 6:30 PM. Bring that Philly charm.,2,1,FALSE
Susan Eckelmann,SusanEckelmann,1420139260,"On route to #AHA2015!  Looking forward to interesting panels, #AHAtuningproject workshops, and connecting with colleagues and friends!",0,2,FALSE
Ian Petrie,icpetrie,1420139310,The traditional Alan Partridge clip for all attending #aha2015.,,,
Jessica Lautin,JessLautin,1420139369,#AHA2015 coffee tip: skip Starbucks + go to Zibetto (6th ave btwn 56th + 57th) or Ernest Klein (6th ave btwn 55th + 56th) #twitterstorians,3,7,FALSE
Danny Loss,DannyScL,1420139540,"#twitterstorians interested in religion should come to panel 142, 'Religion in Europe after the _é£Secular_éó 1960s' at #AHA2015.",2,2,FALSE
Danny Loss,DannyScL,1420139608,Victoria Smolkin-Rothrock will be speaking about the turn to religious tolerance in the late Soviet period. #AHA2015,0,0,FALSE
Danny Loss,DannyScL,1420139645,Piotr H. Kosicki will be talking about 'The Catholic 1968: Humanae Vitae and the Global Shift from East-West to North-South' #AHA2015,2,2,FALSE
Danny Loss,DannyScL,1420139737,"My paper, 'From ""Christian Nation"" to a Multi-Faith Society?', will show how communal pluralism shored up the Church of England. #AHA2015",3,4,FALSE
Greenfield HWE,GreenfieldHWE,1420140012,Packing our bags for #AHA2015 this New Year's Day. Check out Greenfield Director @monicalmercado on Sunday: https://aha.confex.com/aha/2015/webprogram/Session11902.html™__éÙ #wmnhist,0,0,FALSE
Jessica Baron,Baronatrix,1420141658,"Come visit me at the HSS affiliate table at #aha2015 on Saturday between 11:30-2:30 at the NY Hilton, 2nd floor promenade! I'll bring candy!",0,0,FALSE
Kalani Craig,kalanicraig,1420141959,"@monicalmercado @JessLautin And if you have time, Stumptown (closest is 29th and Broadway). #aha2015 meets #pdx",0,0,TRUE
AHA,AHAhistorians,1420142403,Many exciting sessions to give you historical context on US-Cuban relations at #aha2015. @seth_denbo gives details at http://bit.ly/13HKq1x™_,2,1,FALSE
Stephanie A Kingsley,KingsleySteph,1420142510,On the train to NY. See all you #twitterstorians & #history professionals tomorrow! It will be a very happy new year at #AHA2015.,0,1,FALSE
Julie Mujic,JulieMujic,1420142884,"The Sheraton is saying they won't have rooms ready until 4pm, fyi. #AHA2015",0,0,FALSE
Project MUSE,ProjectMUSE,1420143256,Happy New Year! We're starting the year off right by exhibiting at #AHA2015 and #MLA15---Look for us! http://musecommons.org/?p=2637™_,1,4,FALSE
Marla Miller,MarlaAtUmass,1420143456,"En route to #aha2015.  After 2 solid (& fun!) weeks of cribbage, euchre, & football, I_éìm looking forward to some history, art & shopping...",0,4,FALSE
David Brakke,davidbrakkeosu,1420143781,In NYC for #aha2015 #ASCH2015,0,3,FALSE
AHA,AHAhistorians,1420144080,"Want to hone your pedagogy skills? Come to the #aha2015 Workshop on Undergraduate Teaching, tomorrow 9-12. http://bit.ly/1wBdiEy™_",4,5,FALSE
Anne Whisnant,amwhisnant,1420145761,Hello New York! #aha2015 I'm here! Beautiful NYD in the city.,0,1,FALSE
Nicole Ferraiolo,nkferraiolo,1420146983,Gearing up for #AHA2015. Excited to see old friends and meet the @CLIRnews Mellon Dissertation Fellows!,0,0,FALSE
Kyle G. Volk,kylegvolk,1420147036,Historians Take Manhattan #AHA2015 pic.twitter.com/mZNHYqNBFD,0,62,TRUE
MDI History,MDIhistory,1420147684,"Essential advice if you're from out of town, and man, are we from out of town. RT@TenuredRadical http://bit.ly/14fprV5™_  #aha2015",0,0,FALSE
Michelle Moravec,ProfessMoravec,1420147878,Hotel check in hilton #aha2015 historians as far as eye can see pic.twitter.com/qhlwZJqwnY,0,2,TRUE
AHA,AHAhistorians,1420147920,New to digital history? See a variety of projects at #aha2015 Digital Projects & Digital Pedagogy lightning rounds. http://bit.ly/1D8oUja™_,47,32,FALSE
Trip Kirkpatrick,triplingual,1420148122,"Off to #AHA2015 on the train from #NHV. Last travel tweet from me, I hope.",0,1,FALSE
